amount,hour,location_mismatch,txn_frequency,card_type,merchant_category,is_fraud
41.08,22,0,6,0,1,0
84.28,20,1,7,1,2,1
197.41,20,0,16,1,1,1
8.16,5,0,17,1,0,0
7.53,23,0,1,1,1,0
189.92,14,0,9,0,2,0
23.93,20,0,14,0,3,0
110.49,18,0,15,1,2,0
78.28,5,0,4,1,3,0
178.91,11,0,8,0,2,0
13.36,13,0,15,1,0,0
13.9,17,0,4,1,3,0
81.38,11,0,19,0,0,0
292.58,23,0,3,1,2,0
53.61,23,0,8,1,0,0
39.59,14,0,2,1,1,0
93.32,18,0,8,0,1,0
266.57,7,1,8,0,3,0
181.36,8,0,17,0,1,0
540.0,4,0,16,0,1,0
2.28,4,0,16,0,2,0
11.98,5,0,16,0,2,0
94.02,22,1,7,0,1,0
171.8,2,0,15,1,3,0
33.58,4,0,17,0,1,1
27.34,0,0,3,1,2,0
154.63,10,0,1,0,0,0
5.8,20,0,8,1,3,0
46.11,19,0,7,1,3,0
70.48,0,0,18,0,1,0
82.18,6,0,5,1,0,0
130.42,14,0,15,0,3,0
43.83,16,0,7,1,3,0
94.85,7,1,10,1,2,1
88.04,1,0,16,1,1,0
79.32,12,1,2,0,1,0
102.3,11,0,18,1,3,0
30.04,4,0,15,1,0,0
8.84,12,0,19,0,0,0
12.7,5,0,14,0,0,0
25.44,14,0,2,1,0,0
69.35,22,0,18,0,1,0
183.54,21,0,9,0,2,0
120.83,20,0,1,0,0,0
155.61,21,0,16,0,0,0
43.23,10,1,12,1,2,0
51.86,3,0,12,0,1,0
50.04,0,0,19,1,2,0
21.3,14,0,10,0,2,0
6.32,11,0,5,0,0,0
89.38,8,0,3,0,2,0
452.98,10,0,9,1,2,0
18.25,4,0,15,1,1,0
4.78,23,0,14,1,0,0
151.2,6,0,11,1,0,0
29.11,7,0,13,0,3,0
176.99,0,0,7,1,0,0
121.72,0,0,2,0,1,0
291.27,2,0,3,1,1,0
52.58,7,0,8,0,1,0
108.46,10,0,1,1,3,0
62.52,0,0,4,0,3,0
99.58,13,1,13,0,1,0
59.71,0,0,14,1,0,0
20.9,5,1,9,1,3,0
70.91,20,1,3,0,0,1
75.2,5,0,14,0,3,0
166.39,2,0,4,1,2,0
133.0,9,0,17,0,1,0
109.0,11,0,15,1,2,0
12.03,9,1,12,0,1,0
127.52,21,0,14,1,2,0
69.38,1,1,19,1,0,0
224.53,23,0,10,1,0,0
252.41,21,0,5,0,1,0
5.67,12,0,17,1,0,0
171.84,15,0,17,1,1,0
3.84,12,0,3,1,2,0
45.76,3,0,16,1,1,0
78.15,3,1,9,1,3,1
16.03,10,0,17,0,2,1
137.17,22,1,12,0,2,0
0.84,13,1,2,0,1,0
18.46,2,0,16,1,3,0
86.94,18,0,6,0,3,0
125.31,21,0,2,1,0,0
248.46,0,0,9,0,2,0
122.25,4,0,5,0,0,0
111.41,16,0,18,0,2,0
50.14,0,1,18,0,2,0
0.13,18,0,10,1,2,0
12.8,18,0,10,0,2,0
76.48,3,0,10,0,1,0
112.43,18,0,18,1,3,0
54.03,5,0,16,0,2,0
131.19,14,0,6,0,0,0
73.79,3,0,12,1,0,0
7.71,23,0,4,0,1,0
21.32,0,1,16,0,3,0
183.26,23,0,11,1,2,0
129.07,16,0,1,1,1,0
225.15,10,0,5,0,0,0
12.51,16,0,17,0,3,0
462.77,22,1,11,0,2,1
23.5,0,0,14,1,3,0
1.18,8,0,9,1,0,0
596.11,13,1,10,0,1,0
33.0,14,0,4,1,1,0
110.27,23,0,2,1,0,0
19.44,0,0,6,0,2,0
86.8,1,0,3,1,2,0
234.38,17,0,13,1,3,0
38.59,17,0,12,1,0,0
110.94,5,0,18,1,0,0
20.81,19,0,6,0,2,0
98.03,7,1,10,1,0,0
41.02,0,0,6,0,1,0
23.73,14,0,5,0,2,0
37.57,9,1,15,0,2,0
19.7,3,0,15,0,1,0
232.19,9,0,12,1,0,0
50.61,10,0,9,0,2,0
28.14,4,1,13,0,2,0
59.49,8,1,16,1,2,0
38.65,4,0,2,1,0,0
136.42,10,1,17,1,2,0
354.81,2,0,9,0,0,0
57.63,3,1,19,0,3,0
197.35,9,0,6,1,1,0
83.44,6,0,4,1,0,0
17.11,0,0,15,0,0,0
117.32,5,0,18,1,1,0
72.04,7,0,12,1,0,0
105.16,16,0,12,0,1,0
220.44,23,0,17,1,3,0
58.06,6,0,7,1,2,0
231.44,0,0,5,1,1,0
138.9,8,0,12,1,1,0
67.06,10,0,17,1,2,0
92.44,18,1,2,1,2,0
39.39,1,0,4,0,0,0
411.03,22,0,2,0,0,1
110.07,10,1,14,1,0,0
4.48,2,0,14,0,2,0
39.54,16,0,13,1,2,0
97.63,9,0,17,0,2,0
5.8,2,0,17,1,0,0
2.42,21,0,18,0,2,0
59.79,2,0,3,1,2,0
40.45,20,0,16,1,3,0
57.68,6,0,19,1,1,0
30.48,1,0,6,0,1,0
18.0,0,0,6,0,2,0
116.84,6,0,18,0,0,0
72.27,19,0,9,1,3,0
22.33,10,1,18,0,3,0
38.51,22,0,6,0,1,0
89.6,5,1,9,1,3,0
7.5,22,0,18,1,3,0
15.95,3,0,16,0,3,0
7.61,18,0,13,1,2,0
167.3,20,0,11,0,1,0
139.6,18,1,8,1,1,0
139.96,13,0,17,1,0,1
125.99,2,0,9,0,2,0
110.68,3,0,6,1,3,0
64.82,7,0,1,1,2,0
102.8,17,0,1,1,3,0
3.91,3,1,13,1,3,0
97.14,10,0,7,1,0,0
150.45,15,1,10,1,0,1
69.39,2,0,18,1,0,0
44.24,6,0,6,1,3,0
32.49,1,0,13,1,3,0
102.95,0,0,5,1,2,0
118.03,0,0,15,1,1,0
204.77,5,0,12,1,3,0
41.91,18,0,11,0,2,0
146.87,6,0,8,1,2,0
82.41,23,0,5,1,3,0
214.42,4,0,8,1,3,0
75.04,20,0,5,0,0,0
72.9,17,0,10,0,0,0
86.25,23,0,15,0,0,0
138.36,12,0,6,0,2,0
334.36,0,0,18,1,0,1
7.64,9,0,3,1,3,0
5.49,8,0,9,1,0,0
277.34,16,0,10,0,3,0
75.48,0,0,7,1,3,0
95.43,0,0,19,0,1,0
65.86,6,0,2,0,1,0
9.83,3,0,8,0,0,0
146.14,22,0,7,1,3,0
137.53,20,0,5,1,1,0
37.35,11,0,4,1,2,0
36.56,15,0,11,1,1,0
181.92,13,0,10,0,0,0
7.51,22,0,1,1,2,0
212.95,9,0,4,1,2,0
29.66,13,0,6,1,3,0
89.89,6,0,18,0,3,0
274.88,3,0,13,0,3,0
113.36,1,0,13,1,3,0
53.52,23,1,1,1,1,0
116.97,17,0,4,0,0,1
42.16,15,1,4,0,0,0
32.47,8,0,18,1,3,0
570.88,4,0,18,0,1,0
138.95,8,0,18,0,1,0
103.48,7,0,15,0,1,0
43.9,23,0,18,0,0,0
5.04,19,0,15,0,3,0
3.15,15,0,17,0,1,0
80.78,19,0,5,0,1,0
143.56,17,0,11,1,3,0
77.08,3,0,16,0,1,1
183.75,15,0,2,1,0,0
3.4,3,0,17,1,2,0
45.69,5,0,1,1,0,0
27.06,2,0,18,1,3,0
59.29,17,0,17,1,3,0
7.51,14,0,18,1,0,0
308.2,7,0,19,0,2,0
25.26,17,0,5,0,3,0
255.5,23,0,13,1,3,0
55.49,22,0,6,1,0,0
423.53,2,0,13,0,2,0
80.76,5,0,18,0,2,0
267.12,21,1,4,1,2,0
0.54,20,0,9,1,3,0
137.93,23,0,3,1,2,0
233.36,14,0,8,0,0,0
15.05,11,0,13,0,3,0
10.11,4,0,11,0,2,0
55.26,6,0,10,1,1,0
271.32,21,0,11,0,2,0
78.17,14,0,3,1,2,0
74.96,6,0,14,1,3,0
15.21,12,0,14,0,0,0
0.08,2,0,19,0,1,0
166.15,22,0,4,0,3,0
9.16,12,0,1,1,2,0
100.47,2,0,2,0,3,0
246.06,1,0,6,1,3,0
23.4,22,0,13,0,1,0
109.44,3,0,14,1,2,0
8.2,16,0,1,0,3,0
92.57,5,0,8,1,0,0
17.9,10,0,18,0,1,0
133.16,5,1,14,1,3,0
35.84,21,0,2,0,1,0
62.25,1,0,12,0,3,0
91.49,16,0,1,0,3,0
18.79,2,0,15,0,3,0
135.34,11,0,11,1,0,0
36.05,13,0,18,0,0,0
108.58,1,0,17,1,0,0
17.23,21,0,3,0,3,0
116.51,21,1,15,0,0,0
13.72,4,0,13,0,1,0
55.4,9,0,3,0,0,0
28.4,9,0,13,1,1,1
137.98,20,0,9,1,2,0
30.39,8,0,10,0,2,0
213.47,20,0,1,1,0,0
222.4,12,0,2,1,0,0
21.87,9,0,14,0,1,0
95.15,5,0,5,0,3,0
9.18,10,0,10,1,1,0
49.68,3,0,19,1,2,0
124.94,13,0,8,0,3,0
107.71,16,0,13,0,1,0
98.0,19,0,9,0,0,0
33.2,1,0,18,0,2,0
47.49,9,0,4,0,2,0
10.86,2,0,8,0,0,0
126.95,6,0,5,0,1,0
70.1,6,1,6,0,0,0
123.36,0,0,5,0,1,0
28.63,7,0,1,0,2,0
39.22,22,0,19,1,0,0
40.68,0,0,4,1,2,0
2.61,7,0,1,1,2,0
41.71,13,0,19,0,3,0
162.61,13,1,4,1,0,0
227.59,1,0,14,0,2,0
73.03,7,0,14,0,1,0
60.79,18,0,9,0,0,0
3.13,9,0,19,1,1,0
211.37,6,0,11,0,1,0
1.31,12,1,16,0,1,1
289.59,21,1,19,1,0,1
67.18,20,1,4,0,1,0
41.85,14,0,9,1,0,0
257.99,10,0,17,1,3,0
2.47,13,0,15,0,1,0
87.09,10,0,8,1,0,0
79.61,1,0,13,1,1,0
24.76,1,0,1,0,2,0
56.02,11,0,2,0,1,0
105.63,14,0,10,0,2,0
129.88,16,0,13,0,2,0
0.07,13,1,11,1,1,0
276.23,15,0,14,0,1,0
17.98,7,0,16,1,2,0
26.6,23,0,6,0,3,0
30.58,16,0,2,1,0,0
3.86,4,0,5,0,1,1
13.13,11,1,19,1,2,0
429.4,5,1,7,0,0,0
37.87,17,1,17,1,1,0
12.25,4,0,5,0,0,0
11.32,5,0,12,1,2,0
127.1,8,0,19,0,1,0
192.81,14,0,18,0,3,0
29.7,9,0,12,0,0,0
2.11,16,0,3,0,1,0
25.24,18,0,4,0,0,0
5.82,11,0,15,1,0,0
10.91,8,0,15,1,1,0
56.48,14,0,11,1,1,0
26.13,13,1,2,0,1,0
72.56,0,0,18,0,2,0
29.24,16,1,3,1,1,0
282.24,0,0,18,0,0,1
236.39,22,0,14,1,1,0
83.66,20,0,6,0,2,0
43.76,21,0,2,1,2,0
47.99,12,0,1,1,1,0
53.08,7,0,8,1,0,0
130.04,12,1,10,0,2,0
60.08,15,0,18,1,0,0
194.3,1,0,11,1,3,0
288.41,12,0,18,0,2,0
40.94,17,0,16,0,3,0
82.26,2,0,5,0,2,0
9.99,12,0,7,1,0,0
22.37,18,0,2,0,3,0
53.35,12,0,11,0,0,0
23.09,18,0,13,0,2,0
209.2,3,0,16,0,0,0
17.23,18,0,14,0,3,0
60.82,17,0,7,1,1,0
93.06,5,0,7,1,1,0
117.72,18,0,12,0,2,0
48.3,3,0,12,0,1,0
203.33,3,0,1,0,2,0
84.01,23,0,6,1,0,0
57.89,6,0,8,1,0,0
6.96,6,0,13,1,3,0
62.49,22,0,5,0,3,0
171.89,15,0,10,1,1,0
95.33,15,0,14,1,0,0
178.48,4,0,9,1,3,0
68.12,14,0,17,0,1,0
12.61,22,0,3,1,2,0
1.37,3,0,12,1,3,0
36.13,23,0,12,1,3,0
119.73,12,0,11,0,1,0
156.19,18,0,4,1,3,0
35.06,6,0,8,0,1,0
68.45,11,0,10,0,3,0
54.67,8,0,14,1,0,0
52.85,16,0,1,0,0,0
26.31,1,0,12,1,0,0
14.66,15,0,5,1,3,0
21.9,6,0,14,0,1,0
5.69,17,0,4,1,0,0
22.08,6,0,17,1,2,0
0.92,0,0,13,1,3,0
98.69,2,0,3,0,1,0
38.03,20,0,11,0,3,0
361.73,10,0,11,0,1,1
21.53,21,0,5,1,1,0
42.44,14,1,6,1,3,0
44.29,2,0,4,0,2,0
0.85,23,0,10,0,2,0
182.76,12,1,10,1,3,0
3.25,3,0,12,0,0,1
281.64,22,0,18,1,0,0
222.63,21,0,15,0,1,0
76.68,7,0,18,1,0,0
78.44,21,0,3,1,3,0
106.07,3,1,3,1,3,0
48.95,17,0,1,0,2,0
104.19,6,0,17,1,0,0
4.58,10,0,10,0,0,0
5.56,3,1,6,1,1,0
61.11,12,1,11,1,3,1
79.77,8,0,14,1,3,0
218.76,8,1,17,0,3,0
11.06,22,0,7,1,2,0
172.96,20,1,4,0,2,0
23.58,18,0,11,1,2,0
50.1,2,0,19,1,3,0
38.07,11,0,9,0,3,0
51.11,10,0,8,0,0,0
16.31,19,0,4,1,3,0
70.03,10,0,16,0,3,0
161.77,16,0,6,1,2,0
58.26,20,1,6,0,0,0
67.45,13,0,19,1,3,0
188.89,15,0,2,0,1,0
122.44,23,0,11,0,2,0
67.42,9,1,18,0,1,1
29.8,3,0,9,0,0,0
216.22,9,1,16,1,2,0
86.04,19,1,11,0,0,1
24.99,11,0,14,0,3,0
31.35,8,0,8,0,2,1
162.52,14,0,13,1,0,0
4.51,8,1,10,1,0,1
483.99,6,0,12,0,0,0
13.97,23,0,3,1,1,0
159.0,11,0,2,1,2,0
50.22,19,0,11,0,0,0
67.77,23,0,18,1,2,0
212.57,13,0,4,0,3,0
53.26,21,0,8,0,3,0
77.11,15,0,11,1,0,0
5.06,18,1,15,1,2,0
0.24,22,0,2,0,0,0
28.08,2,1,19,0,0,0
114.13,10,0,15,0,1,0
12.93,22,0,13,1,2,0
12.08,20,0,2,1,1,0
52.93,19,1,3,1,0,1
104.37,18,1,14,1,1,0
124.5,7,0,13,0,1,0
19.66,19,0,16,1,1,1
8.29,7,0,12,1,3,0
282.0,2,0,1,1,3,0
30.2,9,1,6,0,1,0
191.97,12,0,13,1,2,0
199.14,8,1,2,0,3,0
148.07,5,0,18,1,1,0
18.49,14,0,17,0,0,0
172.49,15,0,19,0,3,0
146.64,4,0,15,0,0,0
90.81,20,0,8,0,1,0
41.13,12,0,9,1,1,0
30.45,18,0,8,1,1,0
13.0,1,0,8,1,0,0
71.29,5,0,11,0,3,0
88.01,0,0,18,0,1,1
44.53,14,0,17,0,2,0
64.5,14,0,6,0,1,0
45.18,13,0,2,1,3,1
102.44,6,0,1,1,3,0
231.53,4,0,10,0,2,0
17.9,19,0,8,1,1,0
48.03,15,1,16,0,3,1
15.18,16,0,14,1,3,0
98.07,10,0,16,1,3,0
130.52,14,0,14,0,0,0
268.7,19,0,7,1,3,0
32.69,15,0,18,0,3,1
300.0,2,0,9,1,0,0
6.54,5,0,4,0,1,0
92.39,20,0,16,0,2,0
5.88,22,0,11,0,0,0
224.22,12,0,9,1,0,0
75.46,0,0,17,1,0,0
110.67,20,0,11,0,3,0
178.13,13,1,3,0,1,0
16.29,1,0,11,1,1,1
3.94,1,0,8,0,1,0
211.1,14,1,10,0,2,0
37.82,17,0,6,1,1,0
13.81,8,0,17,0,2,0
63.2,2,1,6,0,3,1
91.21,3,1,7,0,1,1
3.15,14,0,13,1,2,0
32.14,4,0,6,1,3,0
3.33,19,0,3,0,3,0
54.53,19,0,13,0,2,0
225.47,4,0,10,1,3,0
405.43,9,0,4,0,3,0
101.35,15,1,5,0,1,0
17.63,11,0,19,0,2,0
236.29,13,0,18,1,3,0
72.62,21,0,7,1,0,0
16.69,10,0,1,1,0,0
254.75,18,0,17,0,3,0
141.66,5,0,18,0,1,0
131.57,9,0,5,1,0,0
123.51,19,1,6,0,1,0
22.36,2,0,10,1,3,0
23.7,21,0,19,0,2,0
116.57,14,0,10,1,3,0
24.81,10,0,6,1,3,0
57.74,21,0,10,1,0,0
152.33,1,0,10,0,2,0
153.23,23,0,12,0,1,0
60.38,5,0,4,1,1,0
157.11,16,1,13,0,2,0
182.4,17,0,10,1,1,0
106.36,3,0,16,1,0,0
25.93,22,0,19,1,3,1
32.02,8,0,6,1,1,0
37.81,9,0,9,0,0,0
12.42,20,0,14,1,1,0
31.9,1,0,10,0,0,0
23.51,10,0,8,1,1,0
60.76,10,0,3,1,1,0
239.07,10,0,17,1,2,0
11.04,0,1,19,1,2,0
127.39,13,1,3,1,0,0
116.25,0,0,14,1,2,1
10.07,20,0,6,1,3,0
255.84,22,0,19,0,2,0
84.04,8,0,18,0,0,0
45.21,23,1,12,0,2,1
141.28,0,0,15,0,0,0
29.76,20,0,6,0,3,0
118.26,21,0,12,1,0,0
4.05,21,0,19,1,0,0
182.89,3,0,7,0,3,0
59.45,0,0,10,1,3,0
101.25,18,0,18,1,0,0
25.0,9,0,2,1,1,0
113.03,14,0,13,0,1,0
147.95,19,0,15,0,0,0
64.1,3,0,4,0,2,0
96.16,19,0,7,1,0,0
60.94,13,0,3,0,0,0
224.52,4,1,16,1,2,0
68.89,14,0,9,1,3,0
184.4,14,0,17,1,0,0
161.62,15,0,8,1,1,0
52.85,15,0,18,1,3,1
26.15,3,1,13,0,3,0
52.1,8,0,2,0,0,0
175.0,0,0,1,0,1,0
25.83,4,1,16,1,2,0
74.33,8,0,16,0,2,0
164.04,19,0,11,0,2,0
43.61,4,0,4,1,1,0
102.78,3,0,11,0,3,0
28.19,15,0,6,1,3,0
11.57,1,0,11,1,0,0
158.17,15,0,1,1,3,0
10.42,17,1,9,1,3,1
31.66,1,0,7,0,2,0
193.18,15,0,3,0,2,0
42.54,0,0,9,1,2,0
361.36,15,0,2,0,3,0
389.88,2,0,10,0,0,0
31.24,14,0,17,1,3,0
4.18,10,0,1,1,0,0
122.1,9,0,18,1,3,0
59.96,16,0,6,0,1,0
10.62,3,0,6,0,3,1
122.94,16,0,9,1,1,0
3.17,3,0,10,1,0,0
204.17,18,0,15,1,3,0
14.93,0,0,4,0,3,0
13.62,13,0,8,1,0,0
19.32,23,0,4,0,2,0
322.56,10,1,3,1,2,1
118.15,6,0,4,0,1,0
161.63,16,0,1,0,3,0
50.69,3,0,9,1,2,0
40.99,9,0,11,0,0,0
26.72,16,1,19,0,0,0
65.52,3,0,7,0,3,0
80.26,18,1,5,1,1,0
99.91,17,0,2,0,0,0
29.72,16,0,19,0,3,0
296.92,5,0,3,0,1,0
18.6,6,0,15,1,2,0
337.12,5,0,7,1,3,0
1.5,11,1,5,1,1,0
65.61,8,0,10,0,0,0
40.55,17,0,9,1,2,0
59.62,1,0,14,1,0,0
84.55,16,0,13,1,0,0
57.2,20,0,1,1,2,0
53.59,0,0,16,0,3,0
131.95,22,0,8,1,3,1
115.8,8,0,17,1,3,0
179.14,5,0,6,1,0,0
28.76,1,0,2,1,0,0
94.04,5,0,13,0,3,0
87.99,8,1,8,0,3,1
46.16,2,0,9,1,2,0
66.56,15,0,13,0,0,0
37.66,23,0,18,0,1,0
15.3,14,0,18,1,3,0
24.05,11,0,9,0,3,0
11.15,22,1,2,1,0,0
114.91,7,0,4,0,3,0
108.1,5,1,18,1,3,0
300.79,2,0,17,0,0,1
130.81,22,0,12,0,3,0
5.34,3,0,16,1,2,1
215.63,9,0,13,0,1,0
198.54,13,0,11,1,0,0
58.58,20,0,14,0,2,0
88.16,23,0,10,1,0,0
373.3,14,0,19,0,0,0
75.99,6,0,17,0,0,1
235.73,6,0,9,0,1,0
8.67,7,0,14,0,2,0
21.2,9,1,5,0,1,0
58.12,18,1,3,1,0,0
87.89,18,0,8,1,3,0
169.41,1,0,18,1,1,0
444.49,14,0,3,1,3,0
49.24,0,0,2,0,0,0
4.86,9,0,11,1,3,0
161.53,5,0,5,1,1,0
92.73,21,0,7,0,2,0
22.13,12,0,14,1,3,0
68.29,9,0,19,0,1,0
135.6,11,0,2,1,2,0
147.15,23,0,9,0,0,0
69.24,5,0,10,0,2,0
36.42,5,0,19,0,0,1
363.98,0,0,17,1,1,0
108.87,11,0,7,0,1,0
52.46,22,0,18,1,2,0
32.91,22,0,6,0,1,0
131.34,9,0,9,0,1,0
27.73,13,0,8,0,0,0
18.84,14,0,9,0,1,0
75.47,22,0,1,0,3,0
34.25,23,1,2,0,0,0
99.13,3,0,4,1,3,1
12.55,0,0,18,0,2,0
106.4,7,1,10,0,3,0
33.31,2,1,1,1,1,0
0.02,13,0,10,1,2,0
13.57,16,0,9,0,1,0
271.23,1,0,13,0,2,1
202.01,14,0,15,0,2,0
26.61,5,0,18,0,0,1
150.68,4,0,13,1,3,0
93.8,13,0,5,1,1,0
353.72,18,0,2,1,2,1
46.78,8,0,7,1,0,0
114.4,7,1,9,1,2,0
6.56,2,0,19,0,3,0
50.46,17,0,14,1,2,0
331.92,7,0,17,0,3,0
77.43,15,0,11,1,2,0
33.95,14,0,5,1,3,0
12.81,20,0,12,0,1,0
121.58,14,0,9,0,3,0
103.52,15,0,17,0,3,0
46.83,0,0,8,0,1,0
301.47,9,0,8,0,3,0
2.25,18,1,12,0,2,0
36.2,4,0,19,1,2,0
253.92,17,0,10,1,2,0
38.7,2,0,2,1,1,0
29.07,3,0,8,1,3,0
76.4,3,0,14,1,3,0
173.61,10,0,19,1,2,0
10.89,8,0,4,1,3,0
286.51,0,0,9,1,2,0
158.51,15,0,13,0,2,0
20.0,8,1,9,1,2,1
124.48,10,0,13,1,1,0
48.61,5,0,16,0,0,0
51.47,16,0,1,0,0,0
152.92,11,0,8,1,3,0
329.1,21,0,9,0,2,0
13.54,7,1,13,0,0,0
54.58,15,0,17,0,0,0
65.57,4,0,9,0,3,0
47.21,20,0,7,1,1,0
45.13,0,1,10,0,3,1
5.37,16,0,5,1,3,0
115.69,23,0,17,0,2,0
57.31,20,0,2,0,1,0
21.67,7,0,9,0,3,0
169.3,9,0,2,0,0,0
162.23,17,0,10,0,0,0
66.63,14,0,12,0,3,0
35.45,19,0,2,0,2,0
101.64,12,0,15,0,2,1
33.99,9,0,3,0,3,0
26.92,8,0,2,1,1,0
131.12,12,0,7,1,2,0
4.12,2,0,9,1,0,0
9.96,21,0,11,0,1,0
0.68,22,0,16,0,3,1
16.6,2,0,7,0,1,0
7.15,0,0,13,1,2,0
547.32,1,0,3,0,2,0
34.08,10,0,11,1,0,0
16.17,13,0,3,1,3,0
27.57,9,0,15,0,1,0
275.08,6,0,8,1,1,0
73.43,22,0,7,0,1,0
45.38,0,0,5,1,1,0
206.67,6,0,6,0,0,0
50.25,14,0,19,0,0,0
40.8,10,1,3,0,0,0
23.23,5,1,11,0,2,0
47.45,21,0,6,0,0,1
38.08,6,1,14,1,0,0
113.1,6,0,17,0,3,0
34.19,0,1,3,0,3,0
86.09,9,0,4,1,3,0
6.82,20,1,9,1,3,0
21.23,14,0,13,0,0,0
52.32,7,0,6,1,0,0
276.38,23,0,10,0,2,0
47.36,18,0,13,0,1,0
109.09,2,0,14,0,1,0
29.45,22,1,12,1,3,0
13.59,14,0,13,0,2,0
6.03,3,0,10,0,0,0
36.44,5,0,7,0,1,0
17.16,9,0,5,0,3,0
19.12,17,1,12,0,3,0
143.03,15,1,2,0,1,1
1.6,17,0,8,0,1,0
81.6,5,0,8,1,1,0
47.72,18,0,19,0,0,0
70.63,16,0,5,0,1,0
82.74,17,0,8,0,2,0
37.6,12,0,10,1,2,0
34.97,6,0,13,1,1,0
132.2,19,0,9,0,0,0
205.01,11,0,7,0,3,0
21.39,1,0,19,1,1,0
10.27,11,0,11,0,1,0
228.08,11,0,8,0,1,0
43.06,23,1,16,0,2,0
80.14,3,0,10,0,2,1
44.56,3,0,6,1,3,0
13.44,17,0,10,0,0,0
89.0,15,1,10,1,1,0
74.47,13,0,19,0,1,0
22.69,16,0,4,1,1,0
60.12,16,0,19,0,3,1
159.43,2,0,3,0,1,0
89.26,5,0,17,1,2,0
10.19,22,0,14,0,0,0
79.41,12,1,10,1,2,0
121.31,8,0,6,1,1,0
157.36,20,0,16,0,3,0
99.19,8,1,9,0,2,0
16.57,7,0,12,1,0,0
123.85,16,0,12,1,3,0
113.12,15,0,14,1,1,0
2.47,15,1,2,0,1,0
53.06,18,0,10,0,3,0
40.49,23,0,4,0,2,0
110.69,15,0,6,1,2,0
24.35,13,1,13,0,3,0
89.37,19,1,14,1,2,1
244.42,13,0,4,1,0,0
159.85,13,0,10,1,3,0
254.41,13,0,10,0,0,0
384.0,11,0,5,0,3,0
1.07,5,0,4,1,0,0
97.48,19,0,12,1,1,0
53.25,12,0,14,1,1,0
196.51,15,0,7,1,2,0
29.01,8,0,2,0,3,0
396.49,1,0,14,0,1,1
95.12,21,0,10,1,3,0
157.76,2,0,16,0,3,0
8.95,9,0,3,0,0,1
20.27,19,0,8,0,1,0
142.05,1,0,17,0,2,0
2.22,23,1,4,1,2,0
169.76,9,0,19,0,2,0
1.4,7,1,15,1,3,0
107.04,16,0,10,0,2,0
45.43,21,0,10,1,3,0
94.54,0,0,12,1,1,0
119.08,5,0,9,0,3,0
41.93,6,0,15,0,2,0
11.42,14,0,18,0,1,0
7.22,17,1,1,0,2,0
88.9,8,0,3,1,3,0
73.53,7,0,8,1,3,0
135.56,9,0,7,0,2,0
71.28,3,0,15,1,1,1
54.9,19,0,8,1,3,0
50.76,7,0,15,0,0,0
2.68,0,0,5,0,0,0
40.88,7,0,12,1,0,0
373.05,22,0,12,0,0,0
206.8,11,0,9,0,2,0
39.95,22,0,9,1,3,0
88.62,14,1,15,1,1,0
187.93,12,0,15,0,0,1
58.21,15,0,12,1,2,0
1.81,22,0,5,1,1,0
7.74,17,0,1,0,2,0
71.42,0,0,19,1,3,0
348.8,16,0,11,0,0,0
118.16,15,0,18,0,1,0
7.36,22,0,6,1,1,0
20.99,4,0,17,1,2,1
147.54,19,0,14,0,2,0
184.16,20,0,12,1,3,0
96.15,9,0,5,1,1,0
103.4,5,0,7,0,0,0
2.87,11,0,16,1,0,0
176.33,9,0,9,1,1,0
155.25,21,1,15,1,1,1
29.98,16,0,4,0,3,0
123.33,1,1,7,1,0,0
24.19,18,0,14,0,0,0
4.12,19,0,4,1,2,0
22.46,5,0,4,1,2,0
19.68,12,0,14,0,0,0
41.21,8,0,7,1,1,0
54.21,11,0,15,1,1,0
71.04,17,0,12,1,2,0
64.77,7,0,14,0,1,0
31.56,17,0,13,0,3,1
2.96,22,0,19,0,1,0
92.91,21,1,12,1,1,0
50.38,1,0,16,0,1,1
35.48,7,0,16,1,2,0
201.7,9,1,1,1,1,0
137.34,8,0,15,0,0,0
195.03,23,0,5,0,2,0
68.32,17,1,6,1,1,0
14.03,7,0,17,0,1,0
119.15,18,0,11,0,3,0
23.08,2,0,4,1,1,0
58.2,8,0,18,1,2,0
6.72,12,0,14,1,1,0
174.47,8,0,9,0,2,0
13.46,19,0,3,1,0,1
233.41,11,0,3,0,1,0
199.68,22,0,11,1,2,0
62.47,12,0,5,0,0,0
136.4,7,0,4,0,2,0
96.61,14,0,12,1,1,0
162.49,12,0,12,0,2,0
56.53,20,1,4,0,1,0
154.09,12,0,3,0,2,0
62.07,16,0,2,1,0,0
282.96,14,0,4,0,1,0
66.63,21,0,4,1,0,1
62.1,18,0,7,1,1,0
153.75,2,1,2,0,2,0
172.36,13,0,11,0,0,0
80.85,9,1,5,1,1,0
19.82,16,0,13,1,0,1
63.07,7,1,4,0,3,0
344.43,17,0,9,1,0,0
139.83,11,1,7,1,1,0
166.69,16,0,13,1,2,0
3.34,22,1,10,0,3,0
63.08,10,0,7,0,3,0
104.02,8,0,18,1,3,0
177.21,21,0,18,0,0,1
5.05,23,0,2,0,1,1
191.35,23,0,1,1,0,0
79.5,22,1,13,1,3,0
21.98,14,0,2,0,3,0
38.16,8,0,4,0,3,0
33.12,11,0,9,0,0,0
75.69,10,0,8,0,3,0
5.31,16,0,18,0,2,0
17.26,5,1,16,0,1,0
167.5,7,0,4,0,3,0
14.23,9,0,4,1,1,0
26.58,14,0,18,0,0,0
60.4,3,0,2,0,3,0
